symbol,condition,window_h,n_occurrences,win_rate,baseline_wr,edge_vs_base,avg_return,median_return,edge_score
DOGEUSDT,high_volume,24,176,0.4261,0.423,0.0031,-0.001,-0.0039,0.017523851407313405
AAVEUSDT,red_candle,1,517,0.4816,0.48,0.0016,-0.0004,-0.0001,0.0175207112564302
ETHUSDT,bb_squeeze,1,276,0.4891,0.487,0.0021,-0.0005,-0.0003,0.017063632871683564
DOGEUSDT,bb_upper_high_volume,4,80,0.475,0.471,0.004,0.0042,-0.0014,0.016994116628998402
UNIUSDT,trend_up,4,404,0.4678,0.466,0.0018,0.0,-0.0013,0.01692479453601727
ZECUSDT,rsi_above_60,12,215,0.4326,0.43,0.0026,-0.0002,-0.005,0.01649221899515041
XRPUSDT,red_candle,12,518,0.4247,0.423,0.0017,-0.0008,-0.0032,0.01643221324508053
BNBUSDT,price_above_ema50,1,462,0.5065,0.505,0.0015,0.0,0.0,0.016330207251440503
UNIUSDT,bb_upper_high_volume,24,59,0.4576,0.453,0.0046,0.0013,-0.0043,0.016168504553433504
AVAXUSDT,bb_upper_high_volume,12,70,0.4571,0.453,0.0041,0.0047,-0.0031,0.015679929223277763
VETUSDT,rsi_above_70,1,51,0.4706,0.466,0.0046,0.0004,-0.0012,0.015459478604972422
UNIUSDT,red_candle,24,506,0.4545,0.453,0.0015,-0.0019,-0.0036,0.015335587032291917
NEARUSDT,price_below_ema21,4,574,0.4564,0.455,0.0014,0.0001,-0.0008,0.015308393515924522
AVAXUSDT,bb_expansion,1,255,0.4431,0.441,0.0021,0.0001,0.0,0.01485905310998988
LDOUSDT,bb_upper_high_volume,4,56,0.4821,0.478,0.0041,0.001,-0.0002,0.014791594814542482
BNBUSDT,rsi_above_70,1,57,0.5088,0.505,0.0038,-0.0001,0.0,0.014597151890529878
ETHUSDT,trend_down,1,391,0.4885,0.487,0.0015,0.0001,-0.0002,0.014489193281114723
VETUSDT,trend_up,1,295,0.4678,0.466,0.0018,-0.0003,-0.0004,0.014462511941982968
LTCUSDT,trend_down,1,411,0.4745,0.473,0.0015,0.0001,0.0,0.014429403788358686
WIFUSDT,low_volume,24,397,0.4257,0.424,0.0017,-0.0061,-0.0053,0.014419421097662
PEPEUSDT,squeeze_breakout_up,4,37,0.4324,0.427,0.0054,0.003,0.0,0.014203007197745133
UNIUSDT,rsi_below_35,1,160,0.4812,0.479,0.0023,-0.0009,0.0,0.013999529692671825
XRPUSDT,momentum_4h_pos,12,148,0.4257,0.423,0.0027,-0.0001,-0.003,0.013982932849398942
UNIUSDT,momentum_12h_neg,1,210,0.481,0.479,0.002,-0.0007,-0.0001,0.01394070442983424
DOGEUSDT,price_above_ema21,1,410,0.4854,0.484,0.0014,0.0003,-0.0001,0.013760041256333498
VETUSDT,normal_volatility,4,973,0.4769,0.476,0.0009,-0.0004,-0.0001,0.013388325177157148
AVAXUSDT,ranging_bb_lower,24,60,0.4667,0.463,0.0037,-0.0071,-0.0123,0.013375657824795011
SUIUSDT,red_candle,12,503,0.4573,0.456,0.0013,-0.0013,-0.002,0.013333020480382528
SOLUSDT,price_above_ema21,12,442,0.4344,0.433,0.0014,0.0,-0.0033,0.012785831800676873
NEARUSDT,normal_volatility,4,963,0.4559,0.455,0.0009,0.0009,-0.0008,0.012732838927132473
XRPUSDT,ranging_bb_upper,24,52,0.4231,0.419,0.0041,0.001,-0.0093,0.012509171706120275
WIFUSDT,normal_volatility,12,977,0.4319,0.431,0.0009,-0.0019,0.0,0.012149908165319604
AVAXUSDT,red_candle,12,469,0.4542,0.453,0.0012,-0.0005,-0.002,0.01180360852241381
ADAUSDT,momentum_continuation_up,4,36,0.4444,0.44,0.0044,0.0036,-0.0072,0.011732160000000002
ZECUSDT,bb_near_lower,4,228,0.4298,0.428,0.0018,-0.0035,-0.0027,0.011681707825005726
LTCUSDT,trend_mixed,1,236,0.4746,0.473,0.0016,-0.0003,0.0,0.011665509670203012
SUIUSDT,rsi_50_70,1,386,0.4922,0.491,0.0012,0.0001,-0.0001,0.011604234800520022
CRVUSDT,momentum_12h_neg,4,275,0.4655,0.464,0.0015,-0.0008,-0.0005,0.011579166299328291
XRPUSDT,normal_volatility,12,887,0.4239,0.423,0.0009,-0.0006,-0.0029,0.011362338828282671
ADAUSDT,green_candle,4,451,0.4412,0.44,0.0012,-0.0003,-0.0012,0.011243590522319815
AVAXUSDT,rsi_below_30,12,90,0.4556,0.453,0.0026,0.0004,-0.0011,0.011237722875387166
FLOWUSDT,rsi_30_50,24,571,0.3573,0.356,0.0013,-0.0089,-0.0132,0.01109927016596587
UNIUSDT,price_below_ema50,1,525,0.48,0.479,0.001,-0.0002,-0.0003,0.010998181667894015
UNIUSDT,small_candle,1,231,0.4805,0.479,0.0015,0.0003,-0.0003,0.010954451603686056
BTCUSDT,strong_mom_up,4,43,0.4884,0.485,0.0034,0.0024,-0.0002,0.01088902011591493
ZECUSDT,red_candle,12,508,0.4311,0.43,0.0011,-0.001,-0.0049,0.010688150590387469
CRVUSDT,momentum_12h_pos,4,232,0.4655,0.464,0.0015,0.0002,-0.0016,0.010635427142338949
DOGEUSDT,high_volatility,12,39,0.4359,0.432,0.0039,-0.0033,-0.0038,0.010616559047257262
ATOMUSDT,trend_mixed,4,198,0.4646,0.463,0.0016,-0.002,-0.0011,0.010460002377667034
AVAXUSDT,momentum_4h_neg,1,192,0.4427,0.441,0.0017,-0.0005,0.0,0.01042819293814609
SOLUSDT,price_below_ema21,4,557,0.4829,0.482,0.0009,-0.0002,-0.0005,0.010257164306946632
LDOUSDT,price_above_ema21,24,492,0.4939,0.493,0.0009,-0.0014,0.0003,0.0098597087649281
OPUSDT,bb_near_upper,24,185,0.4486,0.447,0.0016,-0.0057,-0.0024,0.009762591472349952
BNBUSDT,trend_down,1,427,0.5059,0.505,0.0009,-0.0002,0.0001,0.00940851596877531
ATOMUSDT,normal_volatility,12,982,0.4257,0.425,0.0007,-0.0037,-0.0032,0.00933807664233915
AAVEUSDT,bb_near_upper,12,184,0.4565,0.455,0.0015,-0.002,-0.0067,0.009288400911890055
CRVUSDT,big_candle,24,247,0.4413,0.44,0.0013,-0.0019,-0.0047,0.009016246080087878
SOLUSDT,price_above_ema21,1,442,0.4729,0.472,0.0009,0.0002,-0.0003,0.008947937833277565
LTCUSDT,bb_lower_high_volume,1,61,0.4754,0.473,0.0024,-0.0004,0.0,0.008911182470222455
SUIUSDT,green_candle,1,490,0.4918,0.491,0.0008,0.0004,0.0,0.008709165658316531
WIFUSDT,trend_down,4,465,0.4,0.399,0.001,-0.0006,0.0,0.00862554346113913
BTCUSDT,price_above_ema50,4,492,0.4858,0.485,0.0008,-0.0001,-0.0005,0.008620452215701914
DOGEUSDT,momentum_continuation_up,12,46,0.4348,0.432,0.0028,-0.0078,-0.0028,0.008257079814656027
NEARUSDT,normal_volatility,12,963,0.4216,0.421,0.0006,0.0024,-0.0031,0.007849915758834612
ETHUSDT,rsi_below_35,1,170,0.4882,0.487,0.0012,-0.0005,-0.0001,0.00763841907412784
CRVUSDT,rsi_below_35,4,187,0.4652,0.464,0.0012,-0.0002,-0.0004,0.007633817187436439
AAVEUSDT,ranging_bb_upper,1,56,0.4821,0.48,0.0021,0.0,-0.0007,0.007576182709887611
LDOUSDT,trend_down,4,378,0.4788,0.478,0.0008,0.0003,-0.0003,0.00744714875135444
ARPAUSDT,high_volume,4,168,0.4762,0.475,0.0012,-0.0001,0.0,0.007406708929396375
NEARUSDT,green_candle,12,467,0.4218,0.421,0.0008,0.0042,-0.0031,0.007292140078961731
XRPUSDT,oversold_high_volume,1,44,0.4773,0.475,0.0023,-0.0009,-0.0005,0.007281915057208509
BTCUSDT,momentum_continuation_up,12,32,0.4688,0.466,0.0027,0.0004,-0.0022,0.007160219834837477
NEARUSDT,trend_mixed,24,160,0.4312,0.43,0.0013,0.006,-0.0077,0.007090585460735948
INJUSDT,oversold_high_volume,1,42,0.4762,0.474,0.0022,0.0003,0.0,0.006789483185280012
FLOWUSDT,oversold_high_volume,24,39,0.359,0.356,0.003,-0.0174,-0.0123,0.006725862844275074
ADAUSDT,rsi_below_40,1,332,0.4548,0.454,0.0008,-0.0003,-0.0004,0.0066294803068717234
BNBUSDT,bb_expansion,4,278,0.4928,0.492,0.0008,0.0007,-0.0,0.006573294407890156
WIFUSDT,big_candle,4,245,0.4,0.399,0.001,-0.0011,0.0,0.006260990336999412
OPUSDT,rsi_below_30,1,68,0.4706,0.469,0.0016,-0.0,0.0,0.006209067223730148
ZECUSDT,normal_volatility,1,952,0.4884,0.488,0.0004,-0.0,-0.0002,0.00602773458101798
VETUSDT,price_below_ema50,4,575,0.4765,0.476,0.0005,-0.0001,-0.0001,0.005713034302146276
AAVEUSDT,bb_upper_high_volume,1,54,0.4815,0.48,0.0015,0.0004,-0.0001,0.005307431900175451
WIFUSDT,bb_near_upper,1,174,0.3621,0.361,0.0011,-0.0004,0.0,0.0052540697522396864
FLOWUSDT,rsi_below_35,1,146,0.4589,0.458,0.0009,-0.001,-0.0008,0.004990418817554294
LDOUSDT,bb_near_lower,4,211,0.4787,0.478,0.0007,0.0001,-0.0004,0.004867463406036043
PEPEUSDT,ranging_bb_lower,4,42,0.4286,0.427,0.0016,-0.0036,-0.003,0.004444232741340174
VETUSDT,rsi_above_60,1,180,0.4667,0.466,0.0007,0.0,-0.0008,0.004383006285416438
BTCUSDT,red_candle,24,506,0.4664,0.466,0.0004,-0.0003,-0.0014,0.004196563427567848
PEPEUSDT,green_candle,12,402,0.3955,0.395,0.0005,-0.0008,-0.003,0.003964875171427217
UNIUSDT,momentum_4h_pos,24,183,0.4536,0.453,0.0006,0.0037,-0.0039,0.0036817122381848366
ATOMUSDT,low_volume,24,424,0.4104,0.41,0.0004,-0.0062,-0.0071,0.003380261287888852
INJUSDT,strong_mom_down,1,99,0.4747,0.474,0.0007,0.0002,-0.0004,0.0033062437547615874
ADAUSDT,bb_upper_high_volume,24,67,0.403,0.402,0.001,-0.0071,-0.0148,0.0032986971670645976
ADAUSDT,low_volatility,4,34,0.4412,0.44,0.0012,-0.0022,-0.0006,0.003087139171206896
WIFUSDT,normal_volatility,4,977,0.3992,0.399,0.0002,-0.0007,0.0,0.0024955588174194574
ADAUSDT,rsi_below_30,1,99,0.4545,0.454,0.0005,-0.0003,-0.0004,0.002261108950824794
BTCUSDT,price_below_ema50,4,507,0.4852,0.485,0.0002,0.0001,-0.0003,0.00218501673476429
ATOMUSDT,red_candle,1,503,0.4612,0.461,0.0002,-0.0003,0.0,0.0020687274960226156
AVAXUSDT,bb_near_lower,12,225,0.4533,0.453,0.0003,-0.0008,-0.0011,0.0020398499999999997
ADAUSDT,trend_down,1,502,0.4542,0.454,0.0002,0.0,-0.0004,0.00203530258467875
BTCUSDT,bb_near_upper,1,176,0.4943,0.494,0.0003,0.0005,-0.0,0.0019672891606472087
LDOUSDT,rsi_below_35,4,161,0.4783,0.478,0.0003,-0.0,-0.0004,0.0018206839912791016
LTCUSDT,momentum_12h_neg,1,131,0.4733,0.473,0.0003,0.0002,0.0,0.0016251498309694402
SUIUSDT,momentum_4h_neg,1,228,0.4912,0.491,0.0002,-0.0005,-0.0001,0.001483391469841997
VETUSDT,price_below_ema50,1,575,0.4661,0.466,0.0001,-0.0001,0.0,0.0011176685365080292
LDOUSDT,price_below_ema21,24,507,0.4931,0.493,0.0001,0.0007,0.0003,0.0011102965291758774
OPUSDT,oversold_high_volume,12,36,0.4444,0.444,0.0004,0.0022,-0.0026,0.0010665600000000003
LDOUSDT,oversold_high_volume,4,46,0.4783,0.478,0.0003,-0.0012,-0.0022,0.0009731965292786446
INJUSDT,rsi_below_40,12,295,0.4271,0.427,0.0001,0.002,-0.0024,0.0007335683400338375
WIFUSDT,squeeze_breakout_down,1,72,0.3611,0.361,0.0001,-0.0001,0.0,0.0003064035104237547
UNIUSDT,oversold_high_volume,12,35,0.4571,0.457,0.0001,0.0017,-0.0009,0.00027042400688548346
AVAXUSDT,rsi_above_65,4,106,0.3019,0.443,-0.1411,-0.001,-0.0051,0.0
AVAXUSDT,rsi_above_60,24,199,0.3317,0.463,-0.1313,-0.0081,-0.0141,0.0
AVAXUSDT,rsi_above_60,12,199,0.392,0.453,-0.061,-0.0028,-0.0048,0.0
AVAXUSDT,rsi_above_60,4,199,0.3819,0.443,-0.0611,0.0002,-0.0021,0.0
XRPUSDT,high_volatility,4,60,0.45,0.469,-0.019,-0.0003,-0.0019,0.0
XRPUSDT,strong_mom_up,24,53,0.2264,0.419,-0.1926,-0.019,-0.0218,0.0
XRPUSDT,strong_mom_up,12,53,0.2642,0.423,-0.1588,-0.0128,-0.0165,0.0
PEPEUSDT,ranging_bb_upper,12,56,0.3929,0.395,-0.0021,-0.0039,-0.0015,0.0
PEPEUSDT,ranging_bb_lower,24,42,0.2619,0.392,-0.1301,-0.0132,-0.0208,0.0
AVAXUSDT,rsi_above_70,24,49,0.102,0.463,-0.361,-0.0259,-0.0221,0.0
AVAXUSDT,rsi_above_70,12,49,0.2245,0.453,-0.2285,-0.0111,-0.0163,0.0
AVAXUSDT,rsi_above_70,4,49,0.3265,0.443,-0.1165,-0.0013,-0.0053,0.0
AAVEUSDT,ranging_bb_upper,4,56,0.3393,0.458,-0.1187,0.0004,-0.0013,0.0
AAVEUSDT,ranging_bb_lower,24,54,0.4074,0.419,-0.0116,0.0006,-0.0116,0.0
AAVEUSDT,ranging_bb_lower,12,54,0.2222,0.455,-0.2328,-0.0138,-0.0158,0.0
AAVEUSDT,ranging_bb_lower,1,54,0.4259,0.48,-0.0541,-0.0028,-0.0012,0.0
UNIUSDT,rsi_above_65,24,107,0.2804,0.453,-0.1726,-0.0148,-0.0191,0.0
DOGEUSDT,rsi_30_50,1,523,0.4742,0.484,-0.0098,-0.0002,-0.0002,0.0
AVAXUSDT,trend_up,4,392,0.398,0.443,-0.045,-0.0006,-0.0021,0.0
AVAXUSDT,rsi_below_40,12,275,0.4109,0.453,-0.0421,-0.0027,-0.0034,0.0
AVAXUSDT,rsi_below_40,4,275,0.4073,0.443,-0.0357,-0.0016,-0.0012,0.0
AVAXUSDT,rsi_below_40,1,275,0.4145,0.441,-0.0265,-0.0005,0.0,0.0
AVAXUSDT,bb_near_upper,24,194,0.4072,0.463,-0.0558,-0.0002,-0.0091,0.0
AVAXUSDT,bb_near_upper,12,194,0.4227,0.453,-0.0303,0.0028,-0.0032,0.0
AVAXUSDT,bb_near_upper,4,194,0.4227,0.443,-0.0203,0.0021,-0.0011,0.0
AVAXUSDT,rsi_50_70,24,431,0.4617,0.463,-0.0013,-0.0017,-0.0015,0.0
AVAXUSDT,rsi_50_70,12,431,0.4432,0.453,-0.0098,0.0009,-0.002,0.0
AVAXUSDT,rsi_50_70,4,431,0.4385,0.443,-0.0045,0.0003,-0.001,0.0
AVAXUSDT,rsi_30_50,4,427,0.4426,0.443,-0.0004,-0.0,-0.0011,0.0
AVAXUSDT,rsi_30_50,1,427,0.4215,0.441,-0.0195,-0.0001,0.0,0.0
XRPUSDT,momentum_12h_pos,24,133,0.2857,0.419,-0.1333,-0.0104,-0.0191,0.0
XRPUSDT,momentum_12h_pos,12,133,0.3158,0.423,-0.1072,-0.0062,-0.0109,0.0
AVAXUSDT,high_volume,4,171,0.4386,0.443,-0.0044,0.0011,-0.0011,0.0
AVAXUSDT,bb_expansion,24,255,0.4,0.463,-0.063,-0.005,-0.0108,0.0
AVAXUSDT,bb_expansion,12,255,0.3882,0.453,-0.0648,-0.0036,-0.0053,0.0
AVAXUSDT,bb_expansion,4,255,0.4157,0.443,-0.0273,-0.0,-0.0012,0.0
AVAXUSDT,bb_squeeze,24,250,0.44,0.463,-0.023,-0.0027,-0.0033,0.0
AVAXUSDT,bb_squeeze,1,250,0.436,0.441,-0.005,0.0001,0.0,0.0
AVAXUSDT,bb_mid,24,162,0.4198,0.463,-0.0432,-0.0036,-0.0031,0.0
AVAXUSDT,bb_mid,12,162,0.4383,0.453,-0.0147,-0.0032,-0.0035,0.0
AVAXUSDT,bb_mid,4,162,0.4259,0.443,-0.0171,-0.0009,-0.0021,0.0
AVAXUSDT,bb_mid,1,162,0.3704,0.441,-0.0706,-0.0008,-0.0011,0.0
AVAXUSDT,trend_down,1,400,0.435,0.441,-0.006,0.0,0.0,0.0
AVAXUSDT,trend_up,24,392,0.4158,0.463,-0.0472,-0.0066,-0.0052,0.0
AVAXUSDT,price_above_ema21,1,465,0.4366,0.441,-0.0044,0.0001,0.0,0.0
AVAXUSDT,trend_mixed,24,208,0.4231,0.463,-0.0399,-0.006,-0.0177,0.0
AVAXUSDT,trend_up,1,392,0.4311,0.441,-0.0099,-0.0,0.0,0.0
AVAXUSDT,low_volume,24,426,0.4061,0.463,-0.0569,-0.0057,-0.0045,0.0
AVAXUSDT,low_volume,12,426,0.3944,0.453,-0.0586,-0.0053,-0.0049,0.0
AVAXUSDT,low_volume,4,426,0.4413,0.443,-0.0017,-0.0012,-0.0011,0.0
AVAXUSDT,low_volume,1,426,0.4085,0.441,-0.0325,-0.0002,0.0,0.0
AVAXUSDT,very_high_volume,4,87,0.4023,0.443,-0.0407,-0.0003,-0.0026,0.0
AVAXUSDT,price_above_ema50,24,498,0.4157,0.463,-0.0473,-0.0062,-0.0058,0.0
AVAXUSDT,price_above_ema50,12,498,0.4418,0.453,-0.0112,-0.0009,-0.002,0.0
AVAXUSDT,price_above_ema50,4,498,0.4378,0.443,-0.0052,0.0001,-0.001,0.0
XRPUSDT,trend_mixed,12,207,0.343,0.423,-0.08,-0.0033,-0.004,0.0
XRPUSDT,trend_mixed,4,207,0.4493,0.469,-0.0197,-0.0008,-0.0006,0.0
XRPUSDT,trend_mixed,1,207,0.4251,0.475,-0.0499,-0.0004,-0.0006,0.0
ETHUSDT,price_above_ema21,1,470,0.4809,0.487,-0.0061,0.0003,-0.0002,0.0
ETHUSDT,trend_mixed,24,202,0.4802,0.485,-0.0048,-0.0009,-0.0018,0.0
XRPUSDT,momentum_12h_pos,4,133,0.4511,0.469,-0.0179,-0.0011,-0.003,0.0
XRPUSDT,momentum_12h_pos,1,133,0.4586,0.475,-0.0164,-0.0004,-0.0014,0.0
XRPUSDT,momentum_4h_neg,24,155,0.4129,0.419,-0.0061,-0.0021,-0.0057,0.0
XRPUSDT,momentum_4h_neg,1,155,0.4387,0.475,-0.0363,-0.0007,-0.0007,0.0
XRPUSDT,momentum_4h_pos,24,148,0.3986,0.419,-0.0204,-0.0025,-0.0079,0.0
XRPUSDT,momentum_4h_pos,1,148,0.4527,0.475,-0.0223,-0.0,-0.0008,0.0
AVAXUSDT,price_above_ema21,24,465,0.4366,0.463,-0.0264,-0.0021,-0.0052,0.0
AVAXUSDT,price_above_ema21,12,465,0.4323,0.453,-0.0207,0.0005,-0.0039,0.0
AVAXUSDT,price_above_ema21,4,465,0.428,0.443,-0.015,0.0005,-0.0011,0.0
AVAXUSDT,momentum_12h_pos,12,177,0.3672,0.453,-0.0858,-0.002,-0.0072,0.0
AVAXUSDT,momentum_12h_pos,4,177,0.3729,0.443,-0.0701,0.0004,-0.0022,0.0
ETHUSDT,price_above_ema21,24,470,0.4383,0.485,-0.0467,0.0005,-0.0065,0.0
ETHUSDT,price_above_ema21,4,470,0.4872,0.499,-0.0118,0.0005,-0.0003,0.0
DOGEUSDT,bb_squeeze,24,271,0.417,0.423,-0.006,0.0032,-0.0037,0.0
AAVEUSDT,momentum_continuation_up,24,30,0.3,0.419,-0.119,-0.0259,-0.0361,0.0
AAVEUSDT,momentum_continuation_up,12,30,0.4,0.455,-0.055,-0.0062,-0.0079,0.0
AAVEUSDT,momentum_continuation_up,1,30,0.4,0.48,-0.08,0.0003,-0.0009,0.0
AAVEUSDT,low_volatility,24,48,0.3333,0.419,-0.0857,-0.0035,-0.0222,0.0
AAVEUSDT,low_volatility,12,48,0.3542,0.455,-0.1008,-0.0056,-0.0121,0.0
AAVEUSDT,low_volatility,4,48,0.4167,0.458,-0.0413,-0.0021,-0.0018,0.0
AAVEUSDT,low_volatility,1,48,0.4792,0.48,-0.0008,-0.0008,-0.0001,0.0
ETHUSDT,momentum_4h_neg,1,177,0.4802,0.487,-0.0068,-0.0003,-0.0002,0.0
AVAXUSDT,momentum_4h_neg,24,192,0.4531,0.463,-0.0099,0.0002,-0.0023,0.0
AVAXUSDT,momentum_4h_pos,24,174,0.4483,0.463,-0.0147,0.0007,-0.007,0.0
AVAXUSDT,momentum_4h_pos,12,174,0.4425,0.453,-0.0105,0.0028,-0.0043,0.0
AVAXUSDT,momentum_4h_pos,4,174,0.3966,0.443,-0.0464,0.0018,-0.0011,0.0
AVAXUSDT,price_below_ema50,1,501,0.4232,0.441,-0.0178,-0.0002,0.0,0.0
AVAXUSDT,high_volatility,24,66,0.3939,0.463,-0.0691,-0.0021,-0.0024,0.0
AVAXUSDT,strong_mom_down,24,82,0.378,0.463,-0.085,0.0017,-0.0073,0.0
AVAXUSDT,strong_mom_up,24,86,0.3256,0.463,-0.1374,-0.0112,-0.0118,0.0
AVAXUSDT,trend_mixed,12,208,0.3654,0.453,-0.0876,-0.0008,-0.0045,0.0
AVAXUSDT,momentum_12h_pos,24,177,0.322,0.463,-0.141,-0.0085,-0.0135,0.0
AVAXUSDT,small_candle,12,240,0.4292,0.453,-0.0238,-0.0037,-0.0042,0.0
AVAXUSDT,small_candle,4,240,0.4125,0.443,-0.0305,-0.0013,-0.0021,0.0
AVAXUSDT,small_candle,1,240,0.4125,0.441,-0.0285,-0.0003,0.0,0.0
AVAXUSDT,strong_mom_up,12,86,0.2674,0.453,-0.1856,-0.0079,-0.0102,0.0
AVAXUSDT,strong_mom_up,4,86,0.3372,0.443,-0.1058,-0.0015,-0.0047,0.0
AVAXUSDT,strong_mom_up,1,86,0.407,0.441,-0.034,-0.001,-0.0011,0.0
AVAXUSDT,momentum_12h_neg,24,193,0.4456,0.463,-0.0174,-0.002,-0.0034,0.0
AVAXUSDT,momentum_12h_neg,12,193,0.4352,0.453,-0.0178,-0.0011,-0.0033,0.0
AVAXUSDT,red_candle,24,469,0.4606,0.463,-0.0024,-0.0004,-0.0029,0.0
AVAXUSDT,red_candle,4,469,0.4307,0.443,-0.0123,-0.0,-0.0011,0.0
AVAXUSDT,green_candle,24,443,0.4537,0.463,-0.0093,-0.0002,-0.0015,0.0
AVAXUSDT,green_candle,12,443,0.447,0.453,-0.006,0.0009,-0.0022,0.0
AVAXUSDT,green_candle,1,443,0.4334,0.441,-0.0076,0.0002,0.0,0.0
AVAXUSDT,normal_volatility,12,893,0.4502,0.453,-0.0028,0.0006,-0.0021,0.0
XRPUSDT,very_high_volume,1,90,0.4333,0.475,-0.0417,-0.0009,-0.0007,0.0
XRPUSDT,price_above_ema50,24,397,0.3149,0.419,-0.1041,-0.0089,-0.014,0.0
XRPUSDT,price_above_ema50,12,397,0.3728,0.423,-0.0502,-0.0037,-0.0056,0.0
AVAXUSDT,normal_volatility,1,893,0.439,0.441,-0.002,0.0,0.0,0.0
AVAXUSDT,low_volatility,24,41,0.4146,0.463,-0.0484,-0.0084,-0.0045,0.0
AVAXUSDT,low_volatility,12,41,0.3171,0.453,-0.1359,-0.0126,-0.0056,0.0
AVAXUSDT,low_volatility,4,41,0.2927,0.443,-0.1503,-0.006,-0.0033,0.0
AVAXUSDT,low_volatility,1,41,0.4146,0.441,-0.0264,-0.0015,0.0,0.0
AVAXUSDT,bb_lower_high_volume,24,64,0.4219,0.463,-0.0411,-0.0048,-0.0068,0.0
AVAXUSDT,oversold_high_volume,24,48,0.3958,0.463,-0.0672,-0.0059,-0.0073,0.0
AVAXUSDT,small_candle,24,240,0.45,0.463,-0.013,-0.0011,-0.003,0.0
AVAXUSDT,squeeze_breakout_up,12,33,0.3939,0.453,-0.0591,-0.0079,-0.0104,0.0
AVAXUSDT,squeeze_breakout_up,4,33,0.3939,0.443,-0.0491,0.0002,-0.0011,0.0
AVAXUSDT,squeeze_breakout_up,1,33,0.3333,0.441,-0.1077,-0.0007,-0.0012,0.0
AVAXUSDT,bb_upper_high_volume,24,70,0.4286,0.463,-0.0344,-0.0014,-0.0134,0.0
AVAXUSDT,bb_upper_high_volume,4,70,0.3429,0.443,-0.1001,0.0015,-0.003,0.0
AVAXUSDT,ranging_bb_upper,24,54,0.4259,0.463,-0.0371,0.0131,0.0042,0.0
AVAXUSDT,trend_down_oversold,24,161,0.4596,0.463,-0.0034,0.001,-0.0022,0.0
AVAXUSDT,trend_down_oversold,12,161,0.4472,0.453,-0.0058,-0.0027,-0.0021,0.0
AVAXUSDT,trend_down_oversold,1,161,0.4286,0.441,-0.0124,-0.0006,0.0,0.0
AVAXUSDT,momentum_continuation_up,24,39,0.3333,0.463,-0.1297,-0.0103,-0.0169,0.0
AVAXUSDT,momentum_continuation_up,12,39,0.4103,0.453,-0.0427,-0.0021,-0.0074,0.0
AVAXUSDT,momentum_continuation_up,4,39,0.3077,0.443,-0.1353,0.0013,-0.0043,0.0
AVAXUSDT,squeeze_breakout_up,24,33,0.3636,0.463,-0.0994,-0.0031,-0.0124,0.0
VETUSDT,rsi_above_70,4,51,0.3333,0.476,-0.1427,-0.0018,-0.0038,0.0
VETUSDT,rsi_above_65,24,99,0.1212,0.412,-0.2908,-0.021,-0.0243,0.0
VETUSDT,rsi_above_65,12,99,0.2828,0.424,-0.1412,-0.0094,-0.0105,0.0
VETUSDT,rsi_above_65,4,99,0.4141,0.476,-0.0619,-0.0011,-0.0018,0.0
VETUSDT,rsi_above_60,24,180,0.2111,0.412,-0.2009,-0.0148,-0.0188,0.0
VETUSDT,rsi_above_60,12,180,0.3222,0.424,-0.1018,-0.0056,-0.0079,0.0
VETUSDT,rsi_above_60,4,180,0.45,0.476,-0.026,0.0001,-0.001,0.0
XRPUSDT,price_above_ema50,4,397,0.4458,0.469,-0.0232,-0.0009,-0.0014,0.0
XRPUSDT,price_above_ema21,24,415,0.3277,0.419,-0.0913,-0.0045,-0.0101,0.0
XRPUSDT,price_above_ema21,12,415,0.388,0.423,-0.035,-0.0019,-0.0044,0.0
XRPUSDT,price_above_ema21,4,415,0.441,0.469,-0.028,-0.0007,-0.0015,0.0
XRPUSDT,price_above_ema21,1,415,0.4699,0.475,-0.0051,0.0,-0.0004,0.0
XRPUSDT,trend_mixed,24,207,0.3285,0.419,-0.0905,-0.008,-0.0125,0.0
AAVEUSDT,red_candle,12,517,0.4507,0.455,-0.0043,-0.0029,-0.0031,0.0
AAVEUSDT,red_candle,4,517,0.4487,0.458,-0.0093,-0.0008,-0.0014,0.0
VETUSDT,rsi_50_70,24,368,0.356,0.412,-0.056,-0.006,-0.0091,0.0
VETUSDT,rsi_50_70,12,368,0.3886,0.424,-0.0354,-0.0024,-0.0061,0.0
VETUSDT,rsi_30_50,4,519,0.4547,0.476,-0.0213,-0.0006,-0.0008,0.0
VETUSDT,rsi_30_50,1,519,0.4432,0.466,-0.0228,-0.0003,-0.0001,0.0
VETUSDT,high_volume,1,164,0.4573,0.466,-0.0087,0.0001,0.0,0.0
ETHUSDT,low_volume,24,450,0.4467,0.485,-0.0383,-0.0015,-0.0025,0.0
AVAXUSDT,ranging_bb_upper,12,54,0.3704,0.453,-0.0826,0.0161,-0.0016,0.0
AVAXUSDT,ranging_bb_lower,12,60,0.4,0.453,-0.053,-0.0058,-0.0054,0.0
AVAXUSDT,ranging_bb_lower,4,60,0.4333,0.443,-0.0097,-0.0023,-0.0022,0.0
AVAXUSDT,ranging_bb_lower,1,60,0.4,0.441,-0.041,-0.0016,-0.0011,0.0
VETUSDT,rsi_above_70,24,51,0.1176,0.412,-0.2944,-0.0261,-0.0335,0.0
VETUSDT,rsi_above_70,12,51,0.3137,0.424,-0.1103,-0.0112,-0.0132,0.0
