symbol,condition,window_h,n_occurrences,win_rate,baseline_wr,edge_vs_base,avg_return,median_return,edge_score
VETUSDT,rsi_below_40,1,283,0.4523,0.466,-0.0137,-0.0,0.0,0.0
VETUSDT,bb_near_upper,24,183,0.3115,0.412,-0.1005,-0.0079,-0.0122,0.0
VETUSDT,bb_near_lower,1,243,0.4568,0.466,-0.0092,-0.0002,0.0,0.0
AAVEUSDT,small_candle,24,247,0.417,0.419,-0.002,-0.0045,-0.0046,0.0
AAVEUSDT,small_candle,1,247,0.4696,0.48,-0.0104,0.0008,-0.0002,0.0
DOGEUSDT,rsi_below_30,24,58,0.3276,0.423,-0.0954,0.0025,-0.0085,0.0
DOGEUSDT,rsi_50_70,24,350,0.36,0.423,-0.063,-0.0052,-0.0077,0.0
DOGEUSDT,rsi_50_70,12,350,0.3914,0.432,-0.0406,-0.001,-0.0044,0.0
DOGEUSDT,rsi_50_70,4,350,0.4571,0.471,-0.0139,0.0006,-0.0011,0.0
DOGEUSDT,rsi_50_70,1,350,0.4686,0.484,-0.0154,0.0,-0.0002,0.0
AAVEUSDT,momentum_12h_pos,24,212,0.3349,0.419,-0.0841,-0.0188,-0.0158,0.0
AAVEUSDT,momentum_12h_pos,12,212,0.4057,0.455,-0.0493,-0.0075,-0.0099,0.0
AAVEUSDT,momentum_12h_pos,4,212,0.3868,0.458,-0.0712,-0.0015,-0.0024,0.0
VETUSDT,trend_down,1,463,0.46,0.466,-0.006,0.0,0.0,0.0
ETHUSDT,low_volume,12,450,0.4289,0.471,-0.0421,-0.0018,-0.0022,0.0
ETHUSDT,low_volume,4,450,0.4778,0.499,-0.0212,-0.0001,-0.0005,0.0
ETHUSDT,low_volume,1,450,0.4756,0.487,-0.0114,0.0001,-0.0002,0.0
ETHUSDT,very_high_volume,4,94,0.4255,0.499,-0.0735,-0.0006,-0.0018,0.0
ETHUSDT,very_high_volume,1,94,0.4681,0.487,-0.0189,-0.0002,-0.0005,0.0
ETHUSDT,high_volume,4,182,0.4835,0.499,-0.0155,0.0006,-0.0002,0.0
ETHUSDT,price_below_ema21,12,529,0.465,0.471,-0.006,0.0005,-0.001,0.0
XRPUSDT,bb_squeeze,12,268,0.4067,0.423,-0.0163,-0.0006,-0.004,0.0
XRPUSDT,bb_squeeze,4,268,0.403,0.469,-0.066,-0.0013,-0.0014,0.0
XRPUSDT,bb_squeeze,1,268,0.4179,0.475,-0.0571,-0.0006,-0.0006,0.0
XRPUSDT,bb_mid,24,190,0.3158,0.419,-0.1032,-0.005,-0.0071,0.0
XRPUSDT,bb_mid,12,190,0.3105,0.423,-0.1125,-0.0031,-0.0062,0.0
XRPUSDT,bb_mid,4,190,0.3737,0.469,-0.0953,-0.0021,-0.0021,0.0
XRPUSDT,bb_mid,1,190,0.4474,0.475,-0.0276,-0.0005,-0.0006,0.0
VETUSDT,price_above_ema50,12,424,0.3632,0.424,-0.0608,-0.0047,-0.0065,0.0
VETUSDT,price_above_ema50,4,424,0.4741,0.476,-0.0019,-0.0008,-0.0007,0.0
VETUSDT,price_above_ema50,1,424,0.4646,0.466,-0.0014,-0.0002,-0.0005,0.0
XRPUSDT,trend_up,24,313,0.2875,0.419,-0.1315,-0.0101,-0.0146,0.0
XRPUSDT,trend_up,12,313,0.3355,0.423,-0.0875,-0.0055,-0.0074,0.0
XRPUSDT,trend_up,4,313,0.4313,0.469,-0.0377,-0.0015,-0.0019,0.0
XRPUSDT,trend_up,1,313,0.4728,0.475,-0.0022,-0.0003,-0.0004,0.0
XRPUSDT,low_volume,24,404,0.4059,0.419,-0.0131,-0.0027,-0.0041,0.0
XRPUSDT,low_volume,12,404,0.3738,0.423,-0.0492,-0.0033,-0.0045,0.0
XRPUSDT,low_volume,4,404,0.4604,0.469,-0.0086,-0.0006,-0.0008,0.0
VETUSDT,bb_expansion,24,248,0.3589,0.412,-0.0531,-0.0032,-0.0063,0.0
VETUSDT,bb_squeeze,4,260,0.4615,0.476,-0.0145,-0.001,-0.0005,0.0
VETUSDT,bb_mid,4,149,0.4295,0.476,-0.0465,-0.001,-0.0014,0.0
VETUSDT,bb_mid,1,149,0.4497,0.466,-0.0163,-0.0007,-0.0007,0.0
VETUSDT,momentum_12h_pos,12,163,0.3374,0.424,-0.0866,-0.0063,-0.0083,0.0
VETUSDT,momentum_12h_pos,4,163,0.4294,0.476,-0.0466,-0.0005,-0.0018,0.0
VETUSDT,momentum_4h_neg,24,190,0.3947,0.412,-0.0173,0.0003,-0.005,0.0
VETUSDT,momentum_4h_pos,24,165,0.3212,0.412,-0.0908,-0.0066,-0.013,0.0
VETUSDT,momentum_4h_pos,12,165,0.4182,0.424,-0.0058,-0.0004,-0.0016,0.0
VETUSDT,trend_up,24,295,0.2949,0.412,-0.1171,-0.0116,-0.013,0.0
VETUSDT,trend_up,12,295,0.339,0.424,-0.085,-0.0053,-0.0075,0.0
VETUSDT,trend_up,4,295,0.4475,0.476,-0.0285,-0.0014,-0.0013,0.0
VETUSDT,low_volume,12,366,0.4044,0.424,-0.0196,-0.0023,-0.0037,0.0
VETUSDT,low_volume,4,366,0.4645,0.476,-0.0115,-0.0012,-0.0003,0.0
VETUSDT,very_high_volume,12,73,0.3836,0.424,-0.0404,-0.0012,-0.0031,0.0
VETUSDT,very_high_volume,4,73,0.411,0.476,-0.065,-0.0032,-0.0024,0.0
VETUSDT,very_high_volume,1,73,0.4521,0.466,-0.0139,-0.0009,-0.0003,0.0
VETUSDT,price_above_ema50,24,424,0.3042,0.412,-0.1078,-0.0107,-0.0142,0.0
VETUSDT,strong_mom_up,24,50,0.1,0.412,-0.312,-0.0208,-0.0168,0.0
VETUSDT,strong_mom_up,12,50,0.18,0.424,-0.244,-0.016,-0.0194,0.0
VETUSDT,strong_mom_up,4,50,0.34,0.476,-0.136,-0.0035,-0.0052,0.0
VETUSDT,strong_mom_up,1,50,0.42,0.466,-0.046,-0.0007,-0.0013,0.0
XRPUSDT,rsi_50_70,24,378,0.328,0.419,-0.091,-0.0048,-0.0123,0.0
XRPUSDT,rsi_50_70,12,378,0.3757,0.423,-0.0473,-0.0021,-0.0046,0.0
VETUSDT,price_below_ema21,4,579,0.4646,0.476,-0.0114,-0.0006,-0.0004,0.0
VETUSDT,price_below_ema21,1,579,0.4421,0.466,-0.0239,-0.0003,-0.0001,0.0
VETUSDT,price_above_ema21,24,420,0.3476,0.412,-0.0644,-0.0066,-0.01,0.0
VETUSDT,price_above_ema21,12,420,0.4119,0.424,-0.0121,-0.002,-0.0039,0.0
VETUSDT,trend_mixed,24,242,0.343,0.412,-0.069,-0.0088,-0.0146,0.0
VETUSDT,trend_mixed,12,242,0.3884,0.424,-0.0356,-0.0047,-0.0052,0.0
VETUSDT,momentum_12h_pos,24,163,0.2331,0.412,-0.1789,-0.0145,-0.018,0.0
XRPUSDT,high_volume,1,174,0.431,0.475,-0.044,-0.0007,-0.0007,0.0
XRPUSDT,bb_expansion,24,279,0.3978,0.419,-0.0212,-0.003,-0.0061,0.0
XRPUSDT,bb_squeeze,24,268,0.3993,0.419,-0.0197,-0.0018,-0.0046,0.0
VETUSDT,momentum_12h_neg,1,189,0.4497,0.466,-0.0163,-0.0002,0.0,0.0
VETUSDT,big_candle,1,255,0.4471,0.466,-0.0189,-0.0004,-0.0007,0.0
VETUSDT,red_candle,24,500,0.406,0.412,-0.006,-0.0019,-0.0063,0.0
VETUSDT,red_candle,12,500,0.414,0.424,-0.01,-0.002,-0.004,0.0
VETUSDT,red_candle,4,500,0.464,0.476,-0.012,-0.0006,-0.0008,0.0
VETUSDT,momentum_4h_pos,4,165,0.4727,0.476,-0.0033,0.0008,-0.0003,0.0
VETUSDT,normal_volatility,24,973,0.4101,0.412,-0.0019,-0.0029,-0.0058,0.0
VETUSDT,normal_volatility,12,973,0.4224,0.424,-0.0016,-0.0011,-0.0037,0.0
VETUSDT,normal_volatility,1,973,0.4656,0.466,-0.0004,-0.0001,-0.0001,0.0
AAVEUSDT,price_above_ema50,24,431,0.3434,0.419,-0.0756,-0.0168,-0.0162,0.0
AAVEUSDT,price_above_ema50,12,431,0.406,0.455,-0.049,-0.0067,-0.0077,0.0
AAVEUSDT,price_above_ema50,4,431,0.406,0.458,-0.052,-0.0016,-0.0023,0.0
AAVEUSDT,price_above_ema50,1,431,0.471,0.48,-0.009,-0.0003,-0.0004,0.0
ETHUSDT,bb_squeeze,4,276,0.4348,0.499,-0.0642,-0.0024,-0.0011,0.0
ETHUSDT,bb_mid,24,168,0.4643,0.485,-0.0207,-0.0036,-0.0013,0.0
ETHUSDT,bb_mid,12,168,0.375,0.471,-0.096,-0.0027,-0.0043,0.0
ETHUSDT,bb_mid,4,168,0.4583,0.499,-0.0407,-0.0018,-0.0011,0.0
ETHUSDT,bb_mid,1,168,0.4821,0.487,-0.0049,0.0001,-0.0003,0.0
ETHUSDT,bb_near_upper,24,199,0.4573,0.485,-0.0277,0.0059,-0.0046,0.0
XRPUSDT,rsi_50_70,4,378,0.4259,0.469,-0.0431,-0.0007,-0.0016,0.0
XRPUSDT,rsi_50_70,1,378,0.4656,0.475,-0.0094,0.0001,-0.0004,0.0
XRPUSDT,rsi_30_50,1,500,0.468,0.475,-0.007,-0.0003,-0.0004,0.0
XRPUSDT,high_volume,4,174,0.4655,0.469,-0.0035,-0.0008,-0.001,0.0
VETUSDT,ranging_bb_lower,12,50,0.4,0.424,-0.024,-0.0039,-0.0047,0.0
VETUSDT,green_candle,1,459,0.4553,0.466,-0.0107,-0.0,-0.0003,0.0
ETHUSDT,bb_squeeze,24,276,0.4565,0.485,-0.0285,-0.0025,-0.0004,0.0
ETHUSDT,bb_squeeze,12,276,0.4058,0.471,-0.0652,-0.0029,-0.0023,0.0
AAVEUSDT,green_candle,24,481,0.4033,0.419,-0.0157,-0.0063,-0.0085,0.0
AAVEUSDT,green_candle,1,481,0.4782,0.48,-0.0018,0.0001,-0.0004,0.0
AAVEUSDT,normal_volatility,4,939,0.4569,0.458,-0.0011,-0.0006,-0.0011,0.0
AAVEUSDT,normal_volatility,1,939,0.476,0.48,-0.004,-0.0002,-0.0002,0.0
AAVEUSDT,momentum_4h_pos,4,214,0.4065,0.458,-0.0515,0.0001,-0.0018,0.0
BNBUSDT,trend_up,12,366,0.4071,0.444,-0.0369,-0.0013,-0.0025,0.0
BNBUSDT,trend_up,4,366,0.4563,0.492,-0.0357,-0.0007,-0.0012,0.0
BNBUSDT,trend_up,1,366,0.4836,0.505,-0.0214,-0.0002,-0.0001,0.0
BNBUSDT,low_volume,24,376,0.4149,0.439,-0.0241,-0.0025,-0.0033,0.0
ETHUSDT,bb_near_upper,1,199,0.4724,0.487,-0.0146,0.0008,-0.0003,0.0
ETHUSDT,trend_up,24,407,0.4029,0.485,-0.0821,-0.0051,-0.0101,0.0
ETHUSDT,trend_up,12,407,0.43,0.471,-0.041,-0.0022,-0.0032,0.0
ETHUSDT,trend_up,4,407,0.484,0.499,-0.015,-0.0004,-0.0005,0.0
ETHUSDT,trend_up,1,407,0.4767,0.487,-0.0103,-0.0,-0.0003,0.0
VETUSDT,bb_upper_high_volume,24,48,0.3542,0.412,-0.0578,-0.0062,-0.0097,0.0
VETUSDT,bb_upper_high_volume,4,48,0.4583,0.476,-0.0177,-0.0005,-0.0019,0.0
VETUSDT,ranging_bb_upper,24,55,0.3818,0.412,-0.0302,-0.0029,-0.0093,0.0
VETUSDT,ranging_bb_lower,24,50,0.4,0.412,-0.012,-0.0073,-0.012,0.0
ATOMUSDT,rsi_below_40,4,298,0.4295,0.463,-0.0335,-0.0014,-0.0024,0.0
ATOMUSDT,rsi_below_40,1,298,0.4396,0.461,-0.0214,-0.0007,-0.0005,0.0
VETUSDT,ranging_bb_lower,1,50,0.46,0.466,-0.006,-0.0003,-0.0003,0.0
ATOMUSDT,rsi_above_65,24,86,0.3605,0.41,-0.0495,-0.0151,-0.0122,0.0
ATOMUSDT,rsi_above_65,12,86,0.2558,0.425,-0.1692,-0.0092,-0.0128,0.0
ATOMUSDT,rsi_above_65,4,86,0.3023,0.463,-0.1607,-0.0054,-0.0044,0.0
ATOMUSDT,rsi_above_65,1,86,0.407,0.461,-0.054,-0.0007,-0.0013,0.0
ATOMUSDT,rsi_above_60,24,152,0.3289,0.41,-0.0811,-0.0144,-0.012,0.0
ATOMUSDT,rsi_above_60,12,152,0.2763,0.425,-0.1487,-0.0077,-0.0086,0.0
ATOMUSDT,rsi_above_60,4,152,0.3289,0.463,-0.1341,-0.0037,-0.0032,0.0
ATOMUSDT,rsi_above_60,1,152,0.4079,0.461,-0.0531,-0.0006,-0.0011,0.0
XRPUSDT,bb_near_upper,1,165,0.4606,0.475,-0.0144,0.0005,-0.0006,0.0
BNBUSDT,trend_up,24,366,0.3798,0.439,-0.0592,-0.0041,-0.0057,0.0
ATOMUSDT,rsi_30_50,1,486,0.4403,0.461,-0.0207,-0.0006,-0.0005,0.0
ATOMUSDT,rsi_above_70,24,43,0.2558,0.41,-0.1542,-0.0192,-0.0137,0.0
ATOMUSDT,rsi_above_70,12,43,0.186,0.425,-0.239,-0.0122,-0.0178,0.0
ATOMUSDT,rsi_above_70,4,43,0.2558,0.463,-0.2072,-0.0088,-0.008,0.0
ATOMUSDT,rsi_above_70,1,43,0.3721,0.461,-0.0889,-0.0019,-0.0016,0.0
BNBUSDT,low_volume,12,376,0.4069,0.444,-0.0371,-0.002,-0.0026,0.0
BNBUSDT,low_volume,4,376,0.492,0.492,0.0,-0.0006,-0.0001,0.0
BNBUSDT,low_volume,1,376,0.5,0.505,-0.005,0.0001,0.0,0.0
BNBUSDT,very_high_volume,1,86,0.4884,0.505,-0.0166,-0.0009,-0.0003,0.0
BNBUSDT,price_above_ema50,24,462,0.4048,0.439,-0.0342,-0.0028,-0.0048,0.0
ATOMUSDT,rsi_below_40,12,298,0.4094,0.425,-0.0156,-0.0039,-0.0039,0.0
ATOMUSDT,bb_near_upper,24,172,0.3605,0.41,-0.0495,-0.0124,-0.0103,0.0
ATOMUSDT,bb_near_upper,12,172,0.407,0.425,-0.018,-0.0051,-0.0032,0.0
ATOMUSDT,bb_near_upper,4,172,0.4477,0.463,-0.0153,-0.002,-0.0003,0.0
ATOMUSDT,bb_near_upper,1,172,0.4593,0.461,-0.0017,-0.0003,0.0,0.0
ATOMUSDT,very_high_volume,4,108,0.3981,0.463,-0.0649,-0.0044,-0.0023,0.0
ATOMUSDT,bb_near_lower,12,280,0.3929,0.425,-0.0321,-0.0046,-0.007,0.0
ATOMUSDT,bb_near_lower,4,280,0.4179,0.463,-0.0451,-0.0013,-0.0024,0.0
ATOMUSDT,bb_near_lower,1,280,0.4286,0.461,-0.0324,-0.0005,-0.0006,0.0
ATOMUSDT,rsi_30_50,24,486,0.4053,0.41,-0.0047,-0.0069,-0.0071,0.0
ATOMUSDT,rsi_30_50,12,486,0.4074,0.425,-0.0176,-0.0045,-0.005,0.0
ATOMUSDT,rsi_30_50,4,486,0.4465,0.463,-0.0165,-0.0018,-0.0017,0.0
AAVEUSDT,momentum_4h_neg,12,238,0.4076,0.455,-0.0474,-0.0049,-0.0056,0.0
AAVEUSDT,momentum_4h_neg,1,238,0.479,0.48,-0.001,-0.0008,-0.0002,0.0
ETHUSDT,small_candle,24,245,0.4694,0.485,-0.0156,0.0013,-0.0001,0.0
ETHUSDT,small_candle,12,245,0.4612,0.471,-0.0098,-0.0014,-0.0014,0.0
ETHUSDT,small_candle,1,245,0.4857,0.487,-0.0013,-0.0,-0.0001,0.0
ATOMUSDT,price_below_ema21,1,566,0.4523,0.461,-0.0087,-0.0004,-0.0005,0.0
ATOMUSDT,price_above_ema21,24,433,0.3995,0.41,-0.0105,-0.0101,-0.0076,0.0
ATOMUSDT,trend_mixed,24,198,0.3586,0.41,-0.0514,-0.0115,-0.0168,0.0
ATOMUSDT,trend_mixed,12,198,0.4141,0.425,-0.0109,-0.0071,-0.003,0.0
ATOMUSDT,bb_expansion,4,249,0.4337,0.463,-0.0293,-0.002,-0.0021,0.0
ATOMUSDT,bb_squeeze,1,269,0.461,0.461,-0.0,-0.0004,0.0,-0.0
ATOMUSDT,high_volume,12,167,0.3892,0.425,-0.0358,-0.0059,-0.0033,0.0
ATOMUSDT,high_volume,4,167,0.3653,0.463,-0.0977,-0.0048,-0.0044,0.0
ATOMUSDT,high_volume,1,167,0.4012,0.461,-0.0598,-0.0012,-0.0011,0.0
ATOMUSDT,price_below_ema21,12,566,0.417,0.425,-0.008,-0.0038,-0.0044,0.0
ATOMUSDT,price_below_ema21,4,566,0.4558,0.463,-0.0072,-0.0012,-0.0016,0.0
AAVEUSDT,strong_mom_up,24,89,0.3258,0.419,-0.0932,-0.0262,-0.017,0.0
AAVEUSDT,strong_mom_up,12,89,0.2809,0.455,-0.1741,-0.0179,-0.0137,0.0
AAVEUSDT,strong_mom_up,4,89,0.3483,0.458,-0.1097,-0.0064,-0.0074,0.0
AAVEUSDT,strong_mom_up,1,89,0.3708,0.48,-0.1092,-0.0017,-0.0031,0.0
AAVEUSDT,momentum_12h_neg,24,226,0.4115,0.419,-0.0075,0.0002,-0.0076,0.0
AAVEUSDT,momentum_12h_neg,12,226,0.4513,0.455,-0.0037,-0.0027,-0.0023,0.0
AAVEUSDT,momentum_12h_neg,4,226,0.4469,0.458,-0.0111,-0.0025,-0.0015,0.0
AAVEUSDT,momentum_12h_neg,1,226,0.4735,0.48,-0.0065,-0.0009,-0.0002,0.0
AAVEUSDT,trend_mixed,1,206,0.4417,0.48,-0.0383,-0.0008,-0.0006,0.0
XRPUSDT,rsi_above_70,24,57,0.2632,0.419,-0.1558,-0.015,-0.0161,0.0
XRPUSDT,rsi_above_70,12,57,0.386,0.423,-0.037,-0.0061,-0.0103,0.0
XRPUSDT,rsi_above_70,4,57,0.4561,0.469,-0.0129,-0.0021,-0.0013,0.0
ATOMUSDT,trend_mixed,1,198,0.4444,0.461,-0.0166,-0.0005,-0.0003,0.0
ATOMUSDT,trend_down,12,511,0.4129,0.425,-0.0121,-0.0035,-0.0044,0.0
ATOMUSDT,trend_down,4,511,0.456,0.463,-0.007,-0.0013,-0.0012,0.0
ATOMUSDT,trend_down,1,511,0.4599,0.461,-0.0011,-0.0003,0.0,0.0
ATOMUSDT,momentum_4h_neg,1,200,0.445,0.461,-0.016,-0.0008,-0.0006,0.0
ATOMUSDT,momentum_4h_pos,24,155,0.3548,0.41,-0.0552,-0.0149,-0.0134,0.0
ATOMUSDT,momentum_4h_pos,12,155,0.4065,0.425,-0.0185,-0.0049,-0.0037,0.0
ATOMUSDT,price_below_ema50,24,632,0.3924,0.41,-0.0176,-0.0088,-0.0082,0.0
ATOMUSDT,price_below_ema50,12,632,0.4051,0.425,-0.0199,-0.0048,-0.005,0.0
ATOMUSDT,price_below_ema50,4,632,0.4478,0.463,-0.0152,-0.0018,-0.0016,0.0
ATOMUSDT,price_below_ema50,1,632,0.4494,0.461,-0.0116,-0.0005,-0.0005,0.0
ATOMUSDT,very_high_volume,1,108,0.4167,0.461,-0.0443,-0.001,-0.0008,0.0
ATOMUSDT,momentum_12h_pos,24,128,0.2734,0.41,-0.1366,-0.0201,-0.0187,0.0
ATOMUSDT,momentum_12h_pos,12,128,0.2656,0.425,-0.1594,-0.011,-0.011,0.0
ATOMUSDT,momentum_12h_pos,4,128,0.4453,0.463,-0.0177,-0.0029,-0.0006,0.0
ATOMUSDT,momentum_12h_pos,1,128,0.4375,0.461,-0.0235,-0.0008,-0.0011,0.0
ATOMUSDT,small_candle,24,254,0.3976,0.41,-0.0124,-0.0076,-0.0052,0.0
ATOMUSDT,small_candle,12,254,0.4173,0.425,-0.0077,-0.003,-0.003,0.0
ATOMUSDT,strong_mom_down,4,69,0.4348,0.463,-0.0282,-0.0005,-0.0024,0.0
ATOMUSDT,momentum_12h_neg,24,199,0.402,0.41,-0.008,-0.0056,-0.0079,0.0
ATOMUSDT,momentum_12h_neg,12,199,0.4221,0.425,-0.0029,-0.004,-0.0048,0.0
AAVEUSDT,price_below_ema21,12,574,0.4512,0.455,-0.0038,-0.0021,-0.0031,0.0
ATOMUSDT,green_candle,1,456,0.4561,0.461,-0.0049,-0.0003,0.0,0.0
ATOMUSDT,squeeze_breakout_down,24,43,0.3256,0.41,-0.0844,-0.0107,-0.012,0.0
ATOMUSDT,squeeze_breakout_down,4,43,0.3023,0.463,-0.1607,-0.0036,-0.0053,0.0
ATOMUSDT,squeeze_breakout_down,1,43,0.3488,0.461,-0.1122,-0.0018,-0.0012,0.0
ATOMUSDT,bb_upper_high_volume,24,57,0.3509,0.41,-0.0591,-0.0157,-0.0106,0.0
XRPUSDT,rsi_above_65,24,100,0.32,0.419,-0.099,-0.0096,-0.0187,0.0
XRPUSDT,rsi_above_65,12,100,0.4,0.423,-0.023,-0.0035,-0.0093,0.0
XRPUSDT,rsi_above_65,1,100,0.46,0.475,-0.015,-0.0002,-0.0008,0.0
XRPUSDT,rsi_above_60,24,163,0.3436,0.419,-0.0754,-0.0072,-0.0159,0.0
XRPUSDT,rsi_above_60,12,163,0.4049,0.423,-0.0181,-0.0018,-0.0051,0.0
XRPUSDT,bb_near_upper,24,165,0.4061,0.419,-0.0129,0.0,-0.0075,0.0
ATOMUSDT,red_candle,24,503,0.3996,0.41,-0.0104,-0.008,-0.0079,0.0
ATOMUSDT,red_candle,12,503,0.4056,0.425,-0.0194,-0.004,-0.0039,0.0
ATOMUSDT,red_candle,4,503,0.4573,0.463,-0.0057,-0.0014,-0.0011,0.0
ETHUSDT,big_candle,4,239,0.4979,0.499,-0.0011,-0.0002,0.0,0.0
ETHUSDT,trend_down_oversold,12,152,0.4474,0.471,-0.0236,0.0,-0.0011,0.0
BNBUSDT,rsi_30_50,12,464,0.4418,0.444,-0.0022,-0.0017,-0.002,0.0
BNBUSDT,rsi_30_50,4,464,0.4849,0.492,-0.0071,-0.0006,-0.0001,0.0
BNBUSDT,high_volume,4,166,0.488,0.492,-0.004,0.0001,-0.0004,0.0
DOGEUSDT,bb_mid,24,162,0.4074,0.423,-0.0156,-0.0029,-0.0094,0.0
ZECUSDT,rsi_above_60,1,215,0.4512,0.488,-0.0368,0.0,-0.0012,0.0
ATOMUSDT,bb_upper_high_volume,12,57,0.2982,0.425,-0.1268,-0.0105,-0.0061,0.0
ATOMUSDT,bb_upper_high_volume,4,57,0.4035,0.463,-0.0595,-0.0056,-0.0012,0.0
ATOMUSDT,bb_lower_high_volume,4,52,0.3077,0.463,-0.1553,-0.0037,-0.0045,0.0
ATOMUSDT,bb_lower_high_volume,1,52,0.3654,0.461,-0.0956,-0.0013,-0.0014,0.0
ATOMUSDT,oversold_high_volume,4,37,0.4324,0.463,-0.0306,-0.0011,-0.0027,0.0
ATOMUSDT,oversold_high_volume,1,37,0.4595,0.461,-0.0015,-0.0,-0.0005,0.0
ZECUSDT,rsi_below_30,24,80,0.4,0.438,-0.038,-0.0049,-0.0047,0.0
ATOMUSDT,ranging_bb_upper,24,60,0.2833,0.41,-0.1267,-0.0207,-0.0241,0.0
ATOMUSDT,ranging_bb_upper,12,60,0.3667,0.425,-0.0583,-0.0079,-0.0043,0.0
ATOMUSDT,small_candle,4,254,0.4606,0.463,-0.0024,-0.0002,-0.0006,0.0
ZECUSDT,rsi_30_50,4,479,0.4092,0.428,-0.0188,-0.0016,-0.0026,0.0
LTCUSDT,oversold_high_volume,24,33,0.3939,0.458,-0.0641,-0.0001,-0.0075,0.0
ZECUSDT,rsi_above_70,24,67,0.3582,0.438,-0.0798,-0.0098,-0.025,0.0
ZECUSDT,rsi_above_70,12,67,0.2537,0.43,-0.1763,-0.0088,-0.0128,0.0
ZECUSDT,rsi_above_70,4,67,0.3134,0.428,-0.1146,-0.0047,-0.0073,0.0
ZECUSDT,rsi_above_70,1,67,0.4179,0.488,-0.0701,-0.0007,-0.002,0.0
ZECUSDT,rsi_above_65,24,126,0.4206,0.438,-0.0174,-0.0079,-0.0217,0.0
ZECUSDT,rsi_above_65,12,126,0.3492,0.43,-0.0808,-0.0064,-0.0085,0.0
ZECUSDT,rsi_above_65,4,126,0.381,0.428,-0.047,-0.0019,-0.0031,0.0
ZECUSDT,rsi_above_65,1,126,0.4524,0.488,-0.0356,0.0002,-0.0014,0.0
ZECUSDT,rsi_above_60,4,215,0.414,0.428,-0.014,0.0004,-0.0032,0.0
LTCUSDT,ranging_bb_upper,4,57,0.4211,0.481,-0.0599,-0.0005,-0.0004,0.0
LTCUSDT,ranging_bb_upper,1,57,0.4386,0.473,-0.0344,-0.0007,-0.0002,0.0
LTCUSDT,ranging_bb_lower,24,47,0.2128,0.458,-0.2452,-0.0167,-0.0209,0.0
LTCUSDT,ranging_bb_lower,12,47,0.4043,0.462,-0.0577,-0.0037,-0.002,0.0
LTCUSDT,ranging_bb_lower,4,47,0.4255,0.481,-0.0555,-0.0041,-0.0028,0.0
ZECUSDT,rsi_30_50,1,479,0.4781,0.488,-0.0099,-0.0008,-0.0003,0.0
ZECUSDT,bb_expansion,12,214,0.3738,0.43,-0.0562,-0.0033,-0.0061,0.0
ZECUSDT,bb_expansion,1,214,0.4766,0.488,-0.0114,0.0001,-0.0003,0.0
ZECUSDT,bb_squeeze,24,277,0.4152,0.438,-0.0228,-0.0077,-0.0089,0.0
ZECUSDT,bb_near_lower,24,228,0.4035,0.438,-0.0345,-0.0114,-0.0084,0.0
ZECUSDT,bb_near_lower,12,228,0.4254,0.43,-0.0046,-0.0055,-0.0053,0.0
ZECUSDT,rsi_30_50,12,479,0.4217,0.43,-0.0083,-0.0031,-0.0046,0.0
AAVEUSDT,trend_up,4,340,0.4206,0.458,-0.0374,-0.0014,-0.0024,0.0
AAVEUSDT,trend_up,1,340,0.4735,0.48,-0.0065,-0.0001,-0.0004,0.0
AAVEUSDT,low_volume,24,425,0.3788,0.419,-0.0402,-0.0075,-0.0093,0.0
AAVEUSDT,low_volume,12,425,0.4353,0.455,-0.0197,-0.0049,-0.004,0.0
AAVEUSDT,low_volume,4,425,0.4541,0.458,-0.0039,-0.0011,-0.0011,0.0
ZECUSDT,trend_up,12,314,0.4172,0.43,-0.0128,0.0026,-0.0061,0.0
ZECUSDT,trend_up,4,314,0.414,0.428,-0.014,0.0004,-0.003,0.0
ZECUSDT,trend_up,1,314,0.4745,0.488,-0.0135,0.0005,-0.0004,0.0
ZECUSDT,low_volume,24,416,0.4303,0.438,-0.0077,-0.0026,-0.0089,0.0
ZECUSDT,low_volume,12,416,0.4087,0.43,-0.0213,-0.0026,-0.0047,0.0
ZECUSDT,low_volume,4,416,0.4159,0.428,-0.0121,-0.0012,-0.0028,0.0
ZECUSDT,low_volume,1,416,0.488,0.488,-0.0,-0.0,-0.0003,-0.0
LTCUSDT,ranging_bb_upper,24,57,0.4561,0.458,-0.0019,0.0081,0.0012,0.0
LTCUSDT,ranging_bb_upper,12,57,0.386,0.462,-0.076,0.0081,-0.0022,0.0
ZECUSDT,bb_squeeze,12,277,0.4043,0.43,-0.0257,-0.0055,-0.0051,0.0
ZECUSDT,bb_squeeze,4,277,0.3827,0.428,-0.0453,-0.0026,-0.004,0.0
ZECUSDT,bb_squeeze,1,277,0.4729,0.488,-0.0151,-0.0007,-0.0006,0.0
ZECUSDT,bb_mid,12,183,0.3989,0.43,-0.0311,0.0032,-0.0048,0.0
ZECUSDT,bb_mid,4,183,0.3607,0.428,-0.0673,-0.0013,-0.0034,0.0
ZECUSDT,bb_mid,1,183,0.4372,0.488,-0.0508,-0.0006,-0.0007,0.0
ZECUSDT,trend_up,24,314,0.4108,0.438,-0.0272,0.0018,-0.0196,0.0
AAVEUSDT,price_above_ema21,24,425,0.3929,0.419,-0.0261,-0.0111,-0.0108,0.0
AAVEUSDT,price_above_ema21,4,425,0.4212,0.458,-0.0368,-0.0005,-0.0017,0.0
